127.0.0.1 - - [30/Apr/2024:09:32:18 +0900] "GET / HTTP/1.1" 404 808
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:39:34 +0900] "GET /Shop_Test/user/logged.jsp HTTP/1.1" 200 5062
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:39:35 +0900] "GET /Shop_Test HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:39:35 +0900] "GET /Shop_Test/ HTTP/1.1" 200 4510
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:39:37 +0900] "GET /Shop_Test/user/logout.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:39:37 +0900] "GET /Shop_Test/user/login.jsp HTTP/1.1" 200 4943
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:39:38 +0900] "GET /Shop_Test/user/login.jsp HTTP/1.1" 200 4943
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:39:38 +0900] "GET /Shop_Test/user/login.jsp HTTP/1.1" 200 4943
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:39:43 +0900] "POST /Shop_Test/user/login_pro.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:39:43 +0900] "GET /Shop_Test/user/complete.jsp?msg=0 HTTP/1.1" 200 4528
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:39:44 +0900] "GET /Shop_Test HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:39:44 +0900] "GET /Shop_Test/ HTTP/1.1" 200 4510
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:39:47 +0900] "GET /Shop_Test/shop/products.jsp HTTP/1.1" 200 7792
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:39:48 +0900] "GET /Shop_Test/user/login.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:39:48 +0900] "GET /Shop_Test/user/logged.jsp HTTP/1.1" 200 5062
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:39:51 +0900] "GET /Shop_Test/shop/products.jsp HTTP/1.1" 200 7792
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:39:53 +0900] "GET /Shop_Test/shop/product.jsp?id=P100001 HTTP/1.1" 200 5738
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:39:53 +0900] "GET /Shop_Testnull HTTP/1.1" 404 821
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:39:58 +0900] "GET /Shop_Test/shop/cart_pro.jsp?id=P100001 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:39:58 +0900] "GET /Shop_Test/products.jsp HTTP/1.1" 404 805
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:49:27 +0900] "GET /Shop_Test/user/login.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:49:27 +0900] "GET /Shop_Test/user/logged.jsp HTTP/1.1" 200 5062
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:49:28 +0900] "GET /Shop_Test/user/logged.jsp HTTP/1.1" 200 5062
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:49:30 +0900] "GET /Shop_Test HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:49:30 +0900] "GET /Shop_Test/ HTTP/1.1" 200 4510
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:49:32 +0900] "GET /Shop_Test/shop/products.jsp HTTP/1.1" 200 7792
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:49:33 +0900] "GET /Shop_Test/user/logout.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:49:33 +0900] "GET /Shop_Test/user/login.jsp HTTP/1.1" 200 4943
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:49:35 +0900] "GET /Shop_Test/user/join.jsp HTTP/1.1" 200 8145
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:49:50 +0900] "POST /Shop_Test/user/join_pro.jsp HTTP/1.1" 200 111
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:50:03 +0900] "POST /Shop_Test/user/join_pro.jsp HTTP/1.1" 200 98
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:50:13 +0900] "POST /Shop_Test/user/join_pro.jsp HTTP/1.1" 200 181
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:50:20 +0900] "POST /Shop_Test/user/join_pro.jsp HTTP/1.1" 200 181
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:50:24 +0900] "POST /Shop_Test/user/join_pro.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:50:24 +0900] "GET /Shop_Test/user/complete.jsp?msg=1 HTTP/1.1" 200 3833
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:50:25 +0900] "GET /Shop_Test HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:50:25 +0900] "GET /Shop_Test/ HTTP/1.1" 200 3889
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:50:29 +0900] "GET /Shop_Test/user/login.jsp HTTP/1.1" 200 4943
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:50:32 +0900] "POST /Shop_Test/user/login_pro.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:50:32 +0900] "GET /Shop_Test/user/complete.jsp?msg=0 HTTP/1.1" 200 4454
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:50:33 +0900] "GET /Shop_Test HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:50:33 +0900] "GET /Shop_Test/ HTTP/1.1" 200 4511
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:50:35 +0900] "GET /Shop_Test/user/index.jsp HTTP/1.1" 200 5349
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:50:36 +0900] "GET /Shop_Test/user/update.jsp HTTP/1.1" 200 10675
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:50:39 +0900] "POST /Shop_Test/user/delete.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:50:39 +0900] "GET /Shop_Test/user/complete.jsp?msg=3 HTTP/1.1" 200 3834
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:50:39 +0900] "GET /Shop_Test HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:50:39 +0900] "GET /Shop_Test/ HTTP/1.1" 200 3889
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:54:54 +0900] "GET /Shop_Test/shop/products.jsp HTTP/1.1" 200 7171
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:54:56 +0900] "GET /Shop_Test/shop/cart_pro.jsp?id=P100001 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:54:56 +0900] "GET /Shop_Test/products.jsp HTTP/1.1" 404 805
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:55:11 +0900] "GET /Shop_Test/shop/product.jsp?id=P100001 HTTP/1.1" 200 5117
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:55:11 +0900] "GET /Shop_Testnull HTTP/1.1" 404 821
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:55:12 +0900] "GET /Shop_Test/shop/cart_pro.jsp?productId=null HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:55:12 +0900] "GET /Shop_Test/products.jsp HTTP/1.1" 404 805
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:55:32 +0900] "GET /Shop_Test/user/order.jsp HTTP/1.1" 200 6144
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:58:32 +0900] "GET /Shop_Test/user/order.jsp HTTP/1.1" 200 6144
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:58:33 +0900] "GET /Shop_Test/user/order.jsp HTTP/1.1" 200 6144
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:58:33 +0900] "GET /Shop_Test HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:58:33 +0900] "GET /Shop_Test/ HTTP/1.1" 200 3889
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:58:36 +0900] "GET /Shop_Test/shop/products.jsp HTTP/1.1" 200 7171
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:58:37 +0900] "GET /Shop_Test/shop/product.jsp?id=P100001 HTTP/1.1" 200 5117
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:58:37 +0900] "GET /Shop_Testnull HTTP/1.1" 404 821
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:58:38 +0900] "GET /Shop_Test/shop/cart.jsp HTTP/1.1" 500 4395
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:58:43 +0900] "GET /Shop_Test/shop/cart_pro.jsp?productId=null HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:58:43 +0900] "GET /Shop_Test/products.jsp HTTP/1.1" 404 805
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:58:45 +0900] "GET /Shop_Test/user/order.jsp HTTP/1.1" 200 6144
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:58:46 +0900] "GET /Shop_Test/shop/cart.jsp HTTP/1.1" 500 4395
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:58:49 +0900] "GET /Shop_Test HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:58:49 +0900] "GET /Shop_Test/ HTTP/1.1" 200 3889
0:0:0:0:0:0:0:1 - - [30/Apr/2024:11:58:50 +0900] "GET /Shop_Test/shop/cart.jsp HTTP/1.1" 500 2475
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:00:27 +0900] "GET /Shop_Test/ HTTP/1.1" 200 3889
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:00:28 +0900] "GET /Shop_Test/ HTTP/1.1" 200 3889
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:00:28 +0900] "GET /Shop_Test/shop/cart.jsp HTTP/1.1" 500 7811
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:01:40 +0900] "GET /Shop_Test/ HTTP/1.1" 200 3889
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:01:41 +0900] "GET /Shop_Test/shop/cart.jsp HTTP/1.1" 500 4241
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:01:42 +0900] "GET /Shop_Test/shop/cart.jsp HTTP/1.1" 500 2475
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:01:43 +0900] "GET /Shop_Test/shop/cart.jsp HTTP/1.1" 500 2475
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:01:43 +0900] "GET /Shop_Test/shop/cart.jsp HTTP/1.1" 500 2475
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:01:44 +0900] "GET /Shop_Test/shop/cart.jsp HTTP/1.1" 500 2475
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:01:44 +0900] "GET /Shop_Test/shop/cart.jsp HTTP/1.1" 500 2475
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:01:44 +0900] "GET /Shop_Test/shop/cart.jsp HTTP/1.1" 500 2475
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:01:47 +0900] "GET /Shop_Test/ HTTP/1.1" 200 3889
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:01:47 +0900] "GET /Shop_Test/ HTTP/1.1" 200 3889
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:01:47 +0900] "GET /Shop_Test/ HTTP/1.1" 200 3889
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:01:47 +0900] "GET /Shop_Test/ HTTP/1.1" 200 3889
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:01:48 +0900] "GET /Shop_Test/ HTTP/1.1" 200 3889
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:01:48 +0900] "GET /Shop_Test/ HTTP/1.1" 200 3889
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:01:49 +0900] "GET /Shop_Test/shop/products.jsp HTTP/1.1" 200 7171
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:01:50 +0900] "GET /Shop_Test/shop/product.jsp?id=P100001 HTTP/1.1" 200 5117
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:01:50 +0900] "GET /Shop_Testnull HTTP/1.1" 404 821
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:01:51 +0900] "GET /Shop_Test/shop/cart.jsp HTTP/1.1" 500 4241
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:01:55 +0900] "GET /Shop_Test/shop/cart_pro.jsp?productId=null HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:01:55 +0900] "GET /Shop_Test/products.jsp HTTP/1.1" 404 805
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:10:19 +0900] "GET /Shop_Test/shop/product.jsp?id=P100001 HTTP/1.1" 200 5117
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:10:19 +0900] "GET /Shop_Testnull HTTP/1.1" 404 821
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:10:19 +0900] "GET /Shop_Test/shop/product.jsp?id=P100001 HTTP/1.1" 200 5117
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:10:19 +0900] "GET /Shop_Testnull HTTP/1.1" 404 821
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:10:20 +0900] "GET /Shop_Test/shop/cart.jsp HTTP/1.1" 200 4477
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:10:27 +0900] "GET /Shop_Test/shop/cart.jsp HTTP/1.1" 200 4477
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:10:29 +0900] "GET /Shop_Test/shop/product.jsp?id=P100001 HTTP/1.1" 200 5117
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:10:29 +0900] "GET /Shop_Testnull HTTP/1.1" 404 821
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:10:29 +0900] "GET /Shop_Test/shop/product.jsp?id=P100001 HTTP/1.1" 200 5117
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:10:29 +0900] "GET /Shop_Testnull HTTP/1.1" 404 821
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:10:29 +0900] "GET /Shop_Test/shop/product.jsp?id=P100001 HTTP/1.1" 200 5117
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:10:29 +0900] "GET /Shop_Testnull HTTP/1.1" 404 821
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:10:30 +0900] "GET /Shop_Test/shop/cart.jsp HTTP/1.1" 200 4477
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:10:30 +0900] "GET /Shop_Test/shop/cart.jsp HTTP/1.1" 200 4477
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:10:31 +0900] "GET /Shop_Test/shop/cart.jsp HTTP/1.1" 200 4477
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:10:31 +0900] "GET /Shop_Test/shop/cart.jsp HTTP/1.1" 200 4477
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:10:53 +0900] "GET /Shop_Test/shop/cart.jsp HTTP/1.1" 200 4477
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:10:59 +0900] "GET /Shop_Test/shop/cart_pro.jsp?productId=null HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:10:59 +0900] "GET /Shop_Test/products.jsp HTTP/1.1" 404 805
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:11:01 +0900] "GET /Shop_Test/shop/cart.jsp HTTP/1.1" 200 4477
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:11:25 +0900] "GET /Shop_Test/shop/cart.jsp HTTP/1.1" 200 4477
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:11:27 +0900] "GET /Shop_Test/shop/cart.jsp HTTP/1.1" 200 4477
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:11:27 +0900] "GET /Shop_Test/shop/cart.jsp HTTP/1.1" 200 4477
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:11:27 +0900] "GET /Shop_Test/shop/cart.jsp HTTP/1.1" 200 4477
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:11:28 +0900] "GET /Shop_Test/shop/cart.jsp HTTP/1.1" 200 4477
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:13:24 +0900] "GET /Shop_Test/shop/product.jsp?id=P100001 HTTP/1.1" 200 5117
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:13:24 +0900] "GET /Shop_Testnull HTTP/1.1" 404 821
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:13:25 +0900] "GET /Shop_Test/shop/product.jsp?id=P100001 HTTP/1.1" 200 5117
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:13:25 +0900] "GET /Shop_Testnull HTTP/1.1" 404 821
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:13:25 +0900] "GET /Shop_Test/shop/product.jsp?id=P100001 HTTP/1.1" 200 5117
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:13:25 +0900] "GET /Shop_Testnull HTTP/1.1" 404 821
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:13:25 +0900] "GET /Shop_Test/shop/product.jsp?id=P100001 HTTP/1.1" 200 5117
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:13:25 +0900] "GET /Shop_Testnull HTTP/1.1" 404 821
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:13:25 +0900] "GET /Shop_Test/shop/product.jsp?id=P100001 HTTP/1.1" 200 5117
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:13:25 +0900] "GET /Shop_Testnull HTTP/1.1" 404 821
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:13:25 +0900] "GET /Shop_Test/shop/product.jsp?id=P100001 HTTP/1.1" 200 5117
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:13:25 +0900] "GET /Shop_Testnull HTTP/1.1" 404 821
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:13:26 +0900] "GET /Shop_Test/shop/cart_pro.jsp?productId=null HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:13:26 +0900] "GET /Shop_Test/products.jsp HTTP/1.1" 404 805
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:13:28 +0900] "GET /Shop_Test/shop/cart.jsp HTTP/1.1" 200 5269
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:13:29 +0900] "GET /Shop_Test/shop/cart.jsp HTTP/1.1" 200 5269
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:13:29 +0900] "GET /Shop_Test/shop/cart.jsp HTTP/1.1" 200 5269
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:13:29 +0900] "GET /Shop_Test/shop/cart.jsp HTTP/1.1" 200 5269
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:13:29 +0900] "GET /Shop_Test/shop/cart.jsp HTTP/1.1" 200 5269
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:13:29 +0900] "GET /Shop_Test/shop/cart.jsp HTTP/1.1" 200 5269
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:13:30 +0900] "GET /Shop_Test/shop/cart.jsp HTTP/1.1" 200 5269
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:13:30 +0900] "GET /Shop_Test/shop/cart.jsp HTTP/1.1" 200 5269
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:13:30 +0900] "GET /Shop_Test/shop/cart.jsp HTTP/1.1" 200 5269
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:13:30 +0900] "GET /Shop_Test/shop/cart.jsp HTTP/1.1" 200 5269
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:13:30 +0900] "GET /Shop_Test/shop/cart.jsp HTTP/1.1" 200 5269
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:13:30 +0900] "GET /Shop_Test/shop/cart.jsp HTTP/1.1" 200 5269
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:13:31 +0900] "GET /Shop_Test/shop/cart.jsp HTTP/1.1" 200 5269
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:13:31 +0900] "GET /Shop_Test/shop/cart.jsp HTTP/1.1" 200 5269
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:13:31 +0900] "GET /Shop_Test/shop/cart.jsp HTTP/1.1" 200 5269
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:13:31 +0900] "GET /Shop_Test/shop/cart.jsp HTTP/1.1" 200 5269
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:13:50 +0900] "GET /Shop_Test/shop/cart.jsp HTTP/1.1" 200 5269
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:13:50 +0900] "GET /Shop_Test/shop/cart.jsp HTTP/1.1" 200 5269
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:13:56 +0900] "GET /Shop_Test HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:13:56 +0900] "GET /Shop_Test/ HTTP/1.1" 200 3889
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:13:59 +0900] "GET /Shop_Test/shop/products.jsp HTTP/1.1" 200 7171
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:14:00 +0900] "GET /Shop_Test/shop/product.jsp?id=P100002 HTTP/1.1" 200 5117
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:14:00 +0900] "GET /Shop_Testnull HTTP/1.1" 404 821
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:14:01 +0900] "GET /Shop_Test/shop/cart_pro.jsp?productId=null HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:14:01 +0900] "GET /Shop_Test/products.jsp HTTP/1.1" 404 805
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:17:36 +0900] "GET /Shop_Test/shop/product.jsp?id=P100002 HTTP/1.1" 200 5117
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:17:36 +0900] "GET /Shop_Testnull HTTP/1.1" 404 821
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:17:36 +0900] "GET /Shop_Test/shop/product.jsp?id=P100002 HTTP/1.1" 200 5117
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:17:36 +0900] "GET /Shop_Testnull HTTP/1.1" 404 821
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:17:36 +0900] "GET /Shop_Test/shop/product.jsp?id=P100002 HTTP/1.1" 200 5117
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:17:36 +0900] "GET /Shop_Testnull HTTP/1.1" 404 821
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:17:36 +0900] "GET /Shop_Test/shop/product.jsp?id=P100002 HTTP/1.1" 200 5117
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:17:36 +0900] "GET /Shop_Testnull HTTP/1.1" 404 821
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:17:37 +0900] "GET /Shop_Test/user/order.jsp HTTP/1.1" 200 6144
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:18:21 +0900] "GET /Shop_Test HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:18:21 +0900] "GET /Shop_Test/ HTTP/1.1" 200 3889
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:18:32 +0900] "GET /Shop_Test/shop/products.jsp HTTP/1.1" 200 7171
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:18:33 +0900] "GET /Shop_Test/shop/product.jsp?id=P100001 HTTP/1.1" 200 5117
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:18:33 +0900] "GET /Shop_Testnull HTTP/1.1" 404 821
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:18:34 +0900] "GET /Shop_Test/shop/cart.jsp HTTP/1.1" 200 5270
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:18:36 +0900] "GET /Shop_Test/shop/cart_pro.jsp?productId=null HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:18:36 +0900] "GET /Shop_Test/products.jsp HTTP/1.1" 404 805
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:29:47 +0900] "GET /Shop_Test/shop/product.jsp?id=P100001 HTTP/1.1" 200 5117
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:29:47 +0900] "GET /Shop_Testnull HTTP/1.1" 404 821
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:29:47 +0900] "GET /Shop_Test/shop/product.jsp?id=P100001 HTTP/1.1" 200 5117
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:29:47 +0900] "GET /Shop_Testnull HTTP/1.1" 404 821
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:29:47 +0900] "GET /Shop_Test/shop/product.jsp?id=P100001 HTTP/1.1" 200 5117
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:29:47 +0900] "GET /Shop_Testnull HTTP/1.1" 404 821
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:29:48 +0900] "GET /Shop_Test/shop/cart_pro.jsp?productId=null HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:29:48 +0900] "GET /Shop_Test/products.jsp HTTP/1.1" 404 805
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:29:50 +0900] "GET /Shop_Test HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:29:50 +0900] "GET /Shop_Test/ HTTP/1.1" 200 3889
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:29:51 +0900] "GET /Shop_Test/ HTTP/1.1" 200 3889
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:29:51 +0900] "GET /Shop_Test/ HTTP/1.1" 200 3889
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:29:51 +0900] "GET /Shop_Test/ HTTP/1.1" 200 3889
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:29:51 +0900] "GET /Shop_Test/ HTTP/1.1" 200 3889
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:29:52 +0900] "GET /Shop_Test/user/order.jsp HTTP/1.1" 200 6144
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:29:53 +0900] "GET /Shop_Test/ HTTP/1.1" 200 3889
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:29:54 +0900] "GET /Shop_Test/ HTTP/1.1" 200 3889
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:29:54 +0900] "GET /Shop_Test/ HTTP/1.1" 200 3889
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:29:55 +0900] "GET /Shop_Test/user/login.jsp HTTP/1.1" 200 4943
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:29:57 +0900] "GET /Shop_Test/shop/products.jsp HTTP/1.1" 200 7171
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:29:57 +0900] "GET /Shop_Test/static/img/JAVA.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:29:57 +0900] "GET /Shop_Test/static/img/JSP.jpg HTTP/1.1" 304 -
